id,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
3448,6998999,550,VV Puram,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3449,6500000,700,AECS layout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,6500000,700,AECS layout,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3451,6500000,650,AECS layout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,6500000,650,AECS layout,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3453,6500000,711,AECS layout,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3454,11500000,1270,AECS layout,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3455,8000000,1050,RT Nagar,2,0,1,1,0,0,1,1,1,1,0,0,1,1,1
3456,15000000,1200,AECS layout,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3457,8000000,1100,RT Nagar,2,0,1,1,0,0,1,1,1,1,0,0,0,1,1
3458,8500000,1120,AECS layout,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,8500000,1120,AECS layout,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3460,6500000,950,AECS layout,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3461,34500000,2465,Hebbal,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3462,17000000,1450,AECS layout,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,17000000,1450,AECS layout,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3464,5500000,675,AECS layout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3465,5500000,675,AECS layout,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3466,8499000,1050,AECS layout,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3467,8500000,1100,AECS layout,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3468,51500000,2095,Hebbal,5,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3469,10000000,1100,AECS layout,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3470,15500000,850,Hebbal,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1
3471,36600000,1625,BTM Layout,4,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3472,25500000,1750,Hebbal,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3473,27000000,1750,Hebbal,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3474,27900000,1245,BTM Layout,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3475,25000000,1750,Hebbal,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3476,3500000,1250,Bellandur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3477,2000000,1252,Bellandur,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0
3478,2300000,510,Bellandur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,2300000,510,Bellandur,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3480,16299999,1090,Hebbal,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3481,12500000,800,Hebbal,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3482,21500000,1200,Hebbal,3,0,1,1,0,0,0,1,0,0,1,0,0,1,1
3483,15200000,739,BTM Layout,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1
3484,9500000,1200,AECS layout,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3485,5500000,650,RT Nagar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3486,4200000,720,RT Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,4200000,675,AECS layout,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3488,6900000,1060,Kalyan East,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1
3489,21000000,1075,Hebbal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,6990000,450,VV Puram,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3491,15400000,711,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3492,19200000,863,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3493,21500000,1012,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3494,16000000,731,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3495,20200000,969,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3496,21400000,990,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3497,16500000,662,VV Puram,2,1,1,1,0,0,0,1,1,1,1,0,1,1,1
3498,24000000,1452,Yeshwanthpur,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3499,10700000,660,Yeshwanthpur,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
3500,8500000,685,Domlur,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
3501,8200000,685,Domlur,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
3502,17500000,1600,AECS layout,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1
3503,2700000,400,KanankaNagar,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1
3504,12900000,1860,BTM Layout,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3505,5900000,632,BTM Layout,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3506,8000000,976,BTM Layout,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3507,47000000,1500,Worli,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3508,37500000,1200,Worli,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3509,3747999,833,Palghar,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1
3510,40000000,790,KR Puram,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3511,4351000,967,Palghar,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0
3513,18000000,850,Millers Road,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3514,6500000,400,BTM Layout,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3515,10900000,876,BTM Layout,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3516,11000000,535,Ganga Nagar,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3517,14000000,1137,BTM Layout,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3518,5500000,900,KanankaNagar,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3519,5700000,486,BTM Layout,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
3520,6900000,1130,MG Road,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0
3522,25000000,1600,Peenya Stage 1,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3523,20000000,1250,Peenya Stage 1,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3524,11000000,1000,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3525,14800000,1300,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3526,9900000,784,BTM Layout,2,1,1,1,1,0,0,1,1,1,1,1,0,0,1
3527,13500000,1146,BTM Layout,3,1,1,1,1,0,0,1,1,1,1,1,0,0,1
3528,9000000,550,VV Puram,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
3529,6900000,446,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,6900000,446,Yelahanka,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3531,2200000,525,Marathalli,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0
3532,4140000,920,HSR Layout East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3533,4500000,920,HSR Layout East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3534,4600000,920,HSR Layout East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3535,5500000,800,MG Road,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3536,5500000,1080,MG Road,2,0,1,1,0,1,1,1,1,1,1,1,0,0,0
3537,4200000,655,MG Road,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0
3539,13899999,900,BTM Layout,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3541,3000000,450,KanankaNagar,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3542,4000000,600,Sanjay Nagar,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3543,4500000,610,Kempapura,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
3544,25000000,1250,Indra Nagar,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3545,51500000,1640,Indra Nagar,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3547,11800000,984,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3548,3000000,575,Marathalli,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
3549,17200000,750,VV Puram,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3550,110000000,1850,KR Puram,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0
3551,4850000,900,Ambernath East,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1
3552,13899999,992,BEML Layout,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3553,8400000,1020,BTM Layout,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3554,26500000,1450,Frazer Town,3,0,1,1,1,0,0,1,1,1,0,0,1,0,1
3555,3500000,300,Peenya Stage 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,5500000,400,Majestic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,29400000,1984,BEML Layout,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3559,16500000,1249,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3560,11900000,1461,BTM Layout,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3561,12300000,1044,BTM Layout,3,1,1,1,0,0,1,1,1,1,1,1,0,1,1
3562,26900000,1505,Frazer Town,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3563,16800000,975,Frazer Town,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3564,17500000,978,Frazer Town,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3565,16900000,700,Banaswadi,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3567,11000000,625,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,11100000,1205,HBR Layout,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3569,9100000,1185,Jaynagar,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3570,11500000,1390,Jaynagar,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1
3572,38000000,1690,Kormangla,2,0,1,1,1,0,0,1,1,1,1,0,0,1,1
3573,28500000,1200,Kormangla,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3574,31000000,1200,Kormangla,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3575,41500000,1820,Kormangla,3,0,1,1,1,0,0,1,1,1,1,0,0,1,1
3576,16500000,1150,Frazer Town,2,0,1,0,1,0,1,1,1,1,1,1,0,1,1
3577,16500000,1150,Frazer Town,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3578,15500000,985,Majestic,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0
3579,6000000,350,Majestic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3580,9200000,558,Majestic,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
3581,7000000,345,Majestic,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3582,12500000,800,Yelahanka,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1
3583,8000000,500,Yelahanka,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3584,6200000,425,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,14200000,900,Yelahanka,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3586,12500000,900,Kormangla,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3587,12200000,1150,Hebbal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,16200000,975,Yelahanka,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,9100000,585,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,5100000,400,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,10000000,575,Yelahanka,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
3592,9800000,610,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,8750000,540,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,7800000,600,HRBR Layout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,7400000,600,Yelahanka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,10000000,590,Yelahanka,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3597,13500000,800,Yelahanka,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3598,9500000,650,Yelahanka,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3599,14000000,1050,Jaymahal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,18500000,1950,Yelahanka,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,16800000,1050,Yelahanka,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,25000000,1600,Yelahanka,3,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3603,14500000,1150,Hebbal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,10000000,650,Yelahanka,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3605,14000000,800,Yelahanka,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3606,13500000,850,Yelahanka,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3607,14000000,750,Yelahanka,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3608,7700000,590,Yelahanka,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3609,10000000,600,HRBR Layout,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3610,9000000,610,Yelahanka,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3611,22500000,1300,Yelahanka,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3612,14500000,950,Jaymahal,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0
3613,6800000,900,MG Road,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3614,7000000,1135,KanankaNagar,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3615,4500000,738,KanankaNagar,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3616,3000000,830,Titwala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,3000000,830,Titwala,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3618,4300000,657,MG Road,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0
3619,14000000,1020,GKVK,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3620,3700000,750,Kundalhalli,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1
3621,15500000,850,BEML Layout,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3622,20000000,1500,Jaymahal,3,0,1,1,1,0,1,1,1,1,1,1,1,1,0
3623,5500000,650,Jaynagar,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
3624,8000000,800,Jaynagar,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3625,24000000,2400,Cox Town,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3626,19500000,1600,GKVK,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3627,8000000,350,Santacruz East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,7500000,950,Jaynagar,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
3629,8600000,1060,Jaynagar,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1
3630,14000000,960,Yelahanka,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3631,3425000,845,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3632,2500000,600,MG Road,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
3633,4300000,810,Kundalhalli,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1
3634,22500000,1100,Yelahanka,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3635,9620000,1090,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3636,9100000,1082,Jaynagar,2,1,1,1,0,0,0,1,1,0,0,1,1,1,1
3637,10800000,1050,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3639,5000000,685,BEML Layout,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3640,11000000,1096,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3641,8420000,960,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3642,4100000,640,MG Road,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3643,16000000,810,Frazer Town,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3644,60000000,2365,Frazer Town,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1
3645,9500000,1050,Jaynagar,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3646,8400000,1002,BTM Layout,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3647,88699999,2500,Kormangla,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3648,2200000,589,Palghar,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
3649,4517000,500,HSR Layout East,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3650,18800000,772,Vasanth Nagar,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3651,15500000,1300,GKVK,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3652,16200000,1100,Frazer Town,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3653,19000000,1291,HBR Layout,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3654,11500000,1000,GKVK,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3655,2210000,580,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3656,6000000,650,Jaynagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,2684000,650,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3658,9200000,945,Bhayandar East,2,0,1,1,1,0,1,0,0,1,0,0,1,1,1
3659,12900000,1125,Domlur,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0
3660,9520000,1140,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3661,10000000,1300,MG Road,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0
3662,12000000,1340,MG Road,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3663,9620000,1160,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3664,2669000,639,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3665,2779000,675,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3666,11200000,1060,BTM Layout,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3667,6299000,759,MG Road,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3668,4200000,685,MG Road,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3669,5500000,1397,MG Road,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0
3670,9900000,1020,BTM Layout,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1
3671,40000000,893,Worli,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3672,16500000,1000,Frazer Town,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3673,14900000,1050,Domlur,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3674,75100000,2100,Kormangla,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3675,26800000,1502,Frazer Town,3,0,1,1,1,0,0,1,1,1,0,0,1,0,1
3676,27000000,1502,Frazer Town,3,0,1,1,1,1,1,1,1,1,1,0,1,0,1
3677,2600000,375,Dombivli (West),1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
3678,5850000,625,BTM Layout,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
3679,30000000,2110,HBR Layout,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3680,2378000,575,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3681,2283000,550,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3682,2435000,590,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3683,16299999,1145,Domlur,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1
3684,11100000,1160,BTM Layout,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3685,5577000,715,Bhayandar East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,7800000,785,Jaynagar,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3687,3329999,820,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3688,70000000,2500,HBR Layout,4,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3689,49500000,1092,Worli,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3690,17500000,3200,Shivaji Nagar,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3691,2585000,618,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3692,2574000,615,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3693,2551000,609,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3694,16800000,1100,HBR Layout,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3695,5500000,620,Jaynagar,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3696,4095000,710,HSR Layout,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3697,27000000,2200,GKVK,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3698,9000000,925,Jaynagar,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3699,14000000,1500,BTM Layout,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1
3700,8500000,901,Jaynagar,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1
3701,4600000,675,Bhayandar East,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3702,2500000,550,Kundalhalli,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1
3703,23500000,1090,Domlur,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3704,7500000,600,Yelahanka,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3705,5300000,695,MG Road,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3706,7500000,970,MG Road,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3707,7300000,970,MG Road,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3708,2599000,600,HSR Layout East,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3709,2500000,560,HSR Layout East,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3710,2582000,670,Titwala,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
3711,8500000,810,Jaynagar,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1
3713,6200000,550,Majestic,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3714,9000000,924,BTM Layout,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1
3715,6320000,384,Jaynagar,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
3716,8800000,1083,BTM Layout,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1
3717,26400000,837,Vasanth Nagar,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3718,25000000,1100,Indra Nagar,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1
3720,5400000,720,Jaynagar,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3721,5850000,520,BTM Layout,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
3722,3120000,530,HSR Layout East,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3723,8359999,930,BTM Layout,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3724,9230000,1230,BTM Layout,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3725,2100000,589,Palghar,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
3726,4500000,650,HSR Layout,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1
3727,4200000,600,HSR Layout,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1
3728,6450000,610,BTM Layout,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3729,5760000,590,BTM Layout,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3730,2174000,570,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3731,2156000,565,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
3732,14900000,1489,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3733,15200000,1490,BTM Layout,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
3734,9700000,1100,Jaynagar,2,0,1,1,1,0,0,1,1,1,0,0,1,0,0
3735,42000000,1820,Kormangla,2,0,1,1,1,0,0,1,1,1,1,0,0,1,1
3736,13500000,985,Majestic,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3737,30000000,2000,BTM Layout,4,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3740,7000000,890,Jaynagar,2,0,1,1,1,1,0,1,1,1,1,1,0,0,1
3741,110000000,1843,KR Puram,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0
3742,8500000,1050,Kempapura,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1
3743,6500000,580,Banshakiri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,8000000,1000,RT Nagar,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1
3745,7600000,920,MG Road,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
3746,23000000,1650,Sadshiv Nagar,3,0,1,1,0,0,1,1,1,1,0,1,0,1,1
3747,2460000,510,KanankaNagar,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1
3748,4300000,635,MG Road,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3750,6000000,950,MG Road,2,0,1,1,0,0,1,1,1,0,1,0,0,1,1
3751,7548000,950,Shivaji Nagar,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3752,6600000,975,MG Road,2,0,1,1,1,0,1,0,1,1,1,0,0,1,1
3753,26900000,1545,Frazer Town,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1
3754,13100000,1100,MG Road,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1
3755,6787000,850,Shivaji Nagar,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3756,5000000,625,MG Road,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3757,6500000,720,Banshakiri,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3758,18800000,1100,Peenya Stage 3,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
3759,8000000,955,MG Road,2,0,1,1,1,0,1,1,1,1,0,0,0,0,1
3760,8700000,1075,Dombivli (West),2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3761,4500000,690,HSR Layout East,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
3762,3599000,620,MG Road,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
